Submission id,id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,IPAddress,Progress,Duration (in seconds),treatment,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Consent form ,wolf,Compg1,Advicegiveng1c1,advicetakeng1T1,advicetakeng1T2,spentg1t2,advicesourceg1T3,guesscorrectg1t3,Action1,Dnorm1,Snorm1,Comp2,Advicegiven2,Advicetaken2t1,Advicetaken2t2,spentg2t2,Advicesource2t3,guesscorrectg2t3,Action2,DNorm2 ,SNorm2,Comp3,Advicegiven3,Advicetakengt1,Advicetakeng3t2,spentg3t2,Advicesourceg3t3,guesscorrectg3t3,Action3,DNorm3,SNorm3,Lotteries,risktolerance,heart,explain1,advicegiven,advicegiven2,advicegiven3,g1gothumanadvice,g2gothumanadvice,g3gothumanadvice,chosehumanadviceg1,chosehumanadviceg2,chosehumanadviceg3
649f6938165ffc99dacdb5fd,597761dfd5ddf60001d14b20,APPROVED,2023-06-30T23:46:03.085000Z,2023-06-30T23:50:58.369000Z,2023-07-01T01:18:11.170000,2023-06-30T23:50:58.863843Z,296,CR7GYEJI,1803,37,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:46,6/30/23 18:50,47.32.30.116,100,281,t2,6/30/23 18:50,R_3sieNB4CUtwb5O8,44.6615,-90.179,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Yellow,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,50,50,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,Thoughts on morality of decision making scenarios.,,,,,,,0,0,0
64a0325f03870f3c0ccdb61e,55ae159cfdf99b1bc8ac85e5,AWAITING REVIEW,2023-07-01T14:04:15.753000Z,2023-07-01T14:16:38.287000Z,,2023-07-01T14:16:38.791067Z,743,CR7GYEJI,225,34,Male,Mixed,Portugal,Germany,Portugal,English,DATA_EXPIRED,Full-Time,7/1/23 9:04,7/1/23 9:16,77.183.182.11,100,723,t3,7/1/23 9:16,R_We8HxlUxlZYXXmV,52.4991,13.3798,EN,1,I give consent,Lion,50 tokens,,,,,Human,0,Yellow,Yellow,Yellow,100 Tokens,,,,,AI,0,60,71,71,80 tokens,,,,,Human,1,50,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,personal choices,"*Be willing to take a risk. There is always a risk that the other player will play yellow, even if you cooperate with blue. However, if you are willing to take that risk, you can potentially achieve the best outcome for both players.","If you donate everything you have, you will be able to recover more tokens since more than 25% is always returned",I'm not good at this and not sure I understand. I allocated half and hope that the other person did the same. ,1,0,1,,,
649f6250b6553f394318da64,55e4575ac70c7a00052a5ad4,APPROVED,2023-06-30T23:16:36.011000Z,2023-06-30T23:25:05.180000Z,2023-07-01T01:18:36.735000,2023-06-30T23:25:05.708673Z,510,CR7GYEJI,253,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6/30/23 18:16,6/30/23 18:24,96.19.163.250,100,489,t3,6/30/23 18:24,R_Pu54VxWtbrqapEZ,43.5885,-116.1918,EN,1,I give consent,lion,50 tokens,,,,,AI,0,Blue,Blue,Blue,125 Tokens,,,,,Human,1,1,1,100,80 tokens,,,,,Human,1,1,1,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,ethics,"You have to chose blue to win 100 chips. Do it every time, I'll do the same.",Going in the middle seems the fairest way to decide how many tokens to use,Please chose 50 token to alocate to B. if 50 is your choice I will gain 50 (100-50) and you will gain 50. Everyone wins the same.,0,1,1,,,
649f6e020278c8b378ed3d2c,560379c9e372c00011bd4a90,APPROVED,2023-07-01T00:08:38.414000Z,2023-07-01T00:32:06.686000Z,2023-07-01T01:18:14.288000,2023-07-01T00:32:07.200868Z,1409,CR7GYEJI,2309,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:08,6/30/23 19:31,173.61.50.210,100,1372,t3,6/30/23 19:31,R_1kOeLjYW7IT1Ttx,40.2152,-74.7471,EN,1,I give consent,lion,50 tokens,,,,,AI,0,Blue,Blue,none,50 Tokens,,,,,Human,1,50,50,50,80 tokens,,,,,AI,0,20,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,Probably trying to figure out how fair people are with others,choose the colour to get the most tokens to benefit yourself in this interesting game ,"If we both contribute, we are both likely to receive an income. Otherwise you run the risk of losing out.",To be fair allocate half your tokens.  This makes it fair for all.  To get the most though don't allocate any,0,1,0,,,
649f68d34278e6584fc5180a,5610c4ea7ffc8a0005811504,APPROVED,2023-06-30T23:44:23.957000Z,2023-06-30T23:52:10.547000Z,2023-07-01T01:18:40.554000,2023-06-30T23:52:10.987095Z,467,CR7GYEJI,3165,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:44,6/30/23 18:51,23.28.13.168,100,449,t1,6/30/23 18:51,R_2dg9s6ZheQ4WbCp,42.6628,-84.0726,EN,1,I give consent,lion,50 tokens,,Human advice,,,,,Blue,Yellow,Blue,125 Tokens,,AI Chatbot advice,,,,,25,30,30,80 tokens,,AI Chatbot advice,,,,,40,40,50,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,0,,,,,1,0,0,1,0,0
6453cbe7e6a6690233119e5e,56435b83942576000a66eb5d,AWAITING REVIEW,2023-05-04T15:14:49.657000Z,2023-05-04T15:18:38.946000Z,,2023-05-04T15:18:39.370689Z,230,C77VHVPN,5041,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,5/4/23 10:14,5/4/23 10:18,70.94.134.92,100,215,c,5/4/23 10:18,R_12SEHQjXltXX1T2,29.7229,-98.0742,EN,1,I give consent,lion,50 tokens,There is no reason for both players not to choose blue so choose blue.,,,,,,Blue,Blue,none,100 Tokens,"There is power in contributing.  The more you contribute, the higher it will grow.  It everyone pitches in, everyone benefits.",,,,,,100,50,100,80 tokens,There is no incentive to give B anything.  I'm not sure why I would allocate to B.  There is no penalty for not allocating to B.,,,,,,0,0,0,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,,,,,,
6453c8860c0fd639dce073cb,56588a127d69570012dfe00a,AWAITING REVIEW,2023-05-04T15:00:28.759000Z,2023-05-04T15:17:19.718000Z,,2023-05-04T15:17:20.826944Z,1011,C77VHVPN,275,37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,5/4/23 10:00,5/4/23 10:16,76.128.113.222,100,968,c,5/4/23 10:16,R_2vfgOnPCRI1KsEz,26.2822,-80.1156,EN,1,I give consent,lion,50 tokens,"Choose yellow, so you get a guaranteed payout.  It is better than doing anything risky.",,,,,,Yellow,Yellow,Blue,100 Tokens,"This situation is like marriage.  If you both cooperate, you both end up benefitting. ",,,,,,50,50,50,80 tokens,Do what you feel in your heart.  Everyone needs money.  Everyone falls on hard times.,,,,,,50,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,,,,,,
649f6e7f02d26310cb25ee85,566c9284d408ea000519c6d7,APPROVED,2023-07-01T00:08:31.890000Z,2023-07-01T00:29:56.311000Z,2023-07-01T01:18:15.133000,2023-07-01T00:29:56.830070Z,1285,CR7GYEJI,3840,34,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:25,6/30/23 19:29,76.108.131.121,100,258,t1,6/30/23 19:29,R_22QYta20M84cOnm,26.062,-80.3368,EN,1,I give consent,lion,50 tokens,,AI Chatbot advice,,,,,Blue,Blue,Blue,125 Tokens,,AI Chatbot advice,,,,,100,50,100,80 tokens,,AI Chatbot advice,,,,,50,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,,,,,0,0,0,0,0,0
649f6e8323a6601c0d232240,5687bbe7369319000c269af0,APPROVED,2023-07-01T00:08:37.796000Z,2023-07-01T00:15:43.040000Z,2023-07-01T01:18:46.651000,2023-07-01T00:15:43.551194Z,426,CR7GYEJI,1340,72,Female,White,United States,United States,United States,English,No,Full-Time,6/30/23 19:08,6/30/23 19:15,99.105.80.78,100,378,t1,6/30/23 19:15,R_22sRJNqdlGc2RzJ,41.3847,-81.7982,EN,0.800000012,I give consent,Lion,50 tokens,,Human advice,,,,,Blue,Blue,Blue,100 Tokens,,Human advice,,,,,50,50,50,80 tokens,,Human advice,,,,,50,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,,,,,1,1,1,1,1,1
6452714db3ce41f8a836f0e4,56a892ef7f24720006937650,AWAITING REVIEW,2023-05-03T14:36:00.393000Z,2023-05-03T14:47:09.861000Z,,2023-05-03T14:47:10.310074Z,670,C77VHVPN,554,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,5/3/23 9:36,5/3/23 9:46,91.85.55.60,100,647,c,5/3/23 9:46,R_26nXTNouKkFTo0V,51.0369,-2.0633,EN,1,I give consent,lion,50 tokens,Choose yellow because you are guaranteed 50 tokens. If you chose blue there is a good chance the other person will choose yellow and you get nothing. If you choose blue you have to hope the other person chooses blue.,,,,,,Yellow,Blue,none,125 Tokens,Put in zero and there is no risk to you. Anything more than zero risks a loss. If you put in more than zero you're risking the other person putting zero and making a loss.,,,,,,0,100,50,80 tokens,Allocate zero to B and you get all 100. This is the way to maximize your tokens. This is a good choice after being conservative with your choices in the other interactions.,,,,,,0,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,,,,,,
649f744ffbd8e80206e1e1ea,56b2dbf99b487500052098fb,APPROVED,2023-07-01T00:33:22.543000Z,2023-07-01T00:40:39.121000Z,2023-07-01T01:18:28.322000,2023-07-01T00:40:39.648723Z,437,CR7GYEJI,495,24,Male,White,United States,United States,United States,English,No,Full-Time,6/30/23 19:33,6/30/23 19:40,172.56.104.254,100,413,t1,6/30/23 19:40,R_2zN42W4OT6gkdWj,47.6034,-122.3414,EN,1,I give consent,Lion,50 tokens,,AI Chatbot advice,,,,,Blue,Blue,Blue,125 Tokens,,Human advice,,,,,50,50,100,80 tokens,,AI Chatbot advice,,,,,0,0,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,0,1,0,0,1,0
6451815eaae34b1e4bbf3bd1,56c225fe0a25f1000ce56865,APPROVED,2023-05-02T21:32:18.900000Z,2023-05-02T21:44:16.258000Z,2023-05-03T14:26:52.589000,2023-05-02T21:44:16.709793Z,718,C77VHVPN,1262,49,Male,Asian,Iraq,United Kingdom,India,English,No,Full-Time,5/2/23 16:32,5/2/23 16:43,31.124.78.16,100,698,c,5/2/23 16:43,R_88KsSrvY348qAFj,51.5701,-0.3309,EN,1,I give consent,Lion,50 tokens,"Start by signalling your intention to gain most for both. Observe the actions of the other. If they also started with Blue, then stick with blue. If not, then see their response in 2nd interaction to decide next.",,,,,,Blue,Blue,Blue,125 Tokens,50 tokens will show my willingness to increase bonus. it also allows me to have something if the other player doesn't contribute to the fund. I don't want to end up with very less and other player with very high if he doesn't contribute,,,,,,50,50,100,80 tokens,"Fair distribution approach in this game. Even though B can't decide it is better to share tokens with B. The roles might have been easily reversed, so better to share tokens.",,,,,,50,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,,,,,,
6452712d904a466d356240d3,56c8ede9cf1fd5000c1732c0,AWAITING REVIEW,2023-05-03T14:35:29.674000Z,2023-05-03T14:43:33.576000Z,,2023-05-03T14:43:34.054659Z,484,C77VHVPN,152,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,5/3/23 9:35,5/3/23 9:43,86.21.248.226,100,470,c,5/3/23 9:43,R_1rxhrTKSM84DGIh,50.745,-1.8524,EN,1,I give consent,Lion,50 tokens,"trust in the goodness of people.  Its very easy to not want to trust people, btu in this instance, its worthwhile to believe that others will do the right things as well",,,,,,Blue,Blue,Blue,100 Tokens,"where the rules are difficult to follow, and you are unsure, it is best to hedge your bets.  try chosing a middling amount so that no one really loses.  the aim is for as many people to get as much as possible",,,,,,50,50,50,80 tokens,There is no pont trying to get one over on someone else.  you shoiuld aim to maximise the win for all.  its best to spilt the pot evenly,,,,,,40,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,,,,,,,,,,
649f59ca7340d5cdfca687d0,56cfd0ddd691bb000697baef,AWAITING REVIEW,2023-06-30T22:40:10.288000Z,2023-06-30T22:55:48.874000Z,,2023-06-30T22:55:49.665627Z,939,CR7GYEJI,634,38,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,6/30/23 17:40,6/30/23 17:55,189.203.149.62,100,917,t3,6/30/23 17:55,R_xzwkuHt3RTv8G5j,20.6381,-103.348,EN,1,I give consent,Lion,50 tokens,,,,,AI,0,Yellow,Yellow,none,125 Tokens,,,,,AI,0,45,50,50,80 tokens,,,,,Human,1,50,20,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,I believe that the study aims to evaluate the participants' reaction to choices involving probabilities and to understand if there is solidarity between the participants in the division of tokens,Follow your gut. I wish you good luck. Don't gamble as it is addictive. ,Invest more and you will get more.  Public fund also grows.  this is best for all,I'm not good at this and not sure I understand. I allocated half and hope that the other person did the same. ,0,0,1,,,
649f6ffd3293d13e8c15c827,56e225c2ec0fdd000641e72d,APPROVED,2023-07-01T00:14:53.619000Z,2023-07-01T00:23:19.870000Z,2023-07-01T01:18:49.329000,2023-07-01T00:23:20.359028Z,507,CR7GYEJI,3219,51,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,6/30/23 19:14,6/30/23 19:22,74.79.209.255,100,480,t1,6/30/23 19:22,R_PMbsgj6I1RFwftf,42.9285,-76.5591,EN,1,I give consent,lion,50 tokens,,Human advice,,,,,Yellow,Yellow,Yellow,125 Tokens,,Human advice,,,,,100,50,100,80 tokens,,Human advice,,,,,50,0,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,1,1,1,1,1,1
649f73bb538e7249c125ee39,570f018053cc8f000f8d4bbb,APPROVED,2023-07-01T00:30:55.506000Z,2023-07-01T00:34:29.270000Z,2023-07-01T01:18:25.208000,2023-07-01T00:34:30.122720Z,214,CR7GYEJI,1554,36,Male,White,United States,United States,United States,English,No,Full-Time,6/30/23 19:30,6/30/23 19:34,71.82.54.33,100,194,t1,6/30/23 19:34,R_3m99BGoJui3ZPiE,43.582,-83.873,EN,0.899999976,I give consent,lion,50 tokens,,Human advice,,,,,Blue,Blue,Blue,100 Tokens,,Human advice,,,,,100,100,100,80 tokens,,Human advice,,,,,0,0,100,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,1,1,1,1,1,1
649f72b7af9a44ad4225ee65,574b79285e549100063c292e,APPROVED,2023-07-01T00:32:54.280000Z,2023-07-01T00:48:36.052000Z,2023-07-01T01:18:22.321000,2023-07-01T00:48:36.524805Z,942,CR7GYEJI,4159,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:32,6/30/23 19:48,69.131.104.114,100,923,t1,6/30/23 19:48,R_6rPDTBCqcsJqz61,42.9298,-89.3898,EN,0.899999976,I give consent,lion,50 tokens,,Human advice,,,,,Yellow,Yellow,Blue,125 Tokens,,Human advice,,,,,50,50,100,80 tokens,,Human advice,,,,,50,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,,,,,1,1,1,1,1,1
649f6c69881a6eb53428e3ec,57dab7f721d77800018e42fe,APPROVED,2023-06-30T23:59:41.656000Z,2023-07-01T00:06:32.343000Z,2023-07-01T01:18:13.278000,2023-07-01T00:06:32.857251Z,411,CR7GYEJI,398,28,Male,Mixed,United States,United States,United States,English,No,Full-Time,6/30/23 18:59,6/30/23 19:06,138.88.235.81,100,395,t3,6/30/23 19:06,R_QlB4APOcRku1d2V,39.1063,-76.866,EN,1,I give consent,Lion,50 tokens,,,,,AI,0,Blue,Blue,Blue,125 Tokens,,,,,Human,0,100,35,100,80 tokens,,,,,AI,0,50,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,Human greediness ,I chose to play yellow as either way you will win tokens. Yellow is a guaranteed win although a win from blue gives you a bigger win ,"*Evaluate Your Risk Tolerance: While contributing fully has the potential for the highest returns, it also carries a risk if other players contribute less or not at all. Depending on your risk tolerance, you might choose to contribute less to mitigate potential losses.","It's best to split in equal parts, no one wins and no one looses.",0,1,0,,,
649f5a2eb286656e00646e90,582a0f48429e67000168cef9,APPROVED,2023-06-30T22:41:50.573000Z,2023-06-30T23:03:55.469000Z,2023-06-30T23:41:09.571000,2023-06-30T23:03:55.922706Z,1325,CR7GYEJI,396,32,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),6/30/23 17:41,6/30/23 18:03,31.22.202.122,100,1291,t1,6/30/23 18:03,R_DAjy6THvmwWW1fb,38.731,-9.1373,EN,0.699999988,I give consent,lion,50 tokens,,AI Chatbot advice,,,,,Yellow,Yellow,Yellow,125 Tokens,,AI Chatbot advice,,,,,50,50,50,80 tokens,,AI Chatbot advice,,,,,40,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,0,0,0,0,0,0
649f6fda4953109836a10ba5,58380cb9f1faf8000129673a,APPROVED,2023-07-01T00:14:18.832000Z,2023-07-01T00:40:41.615000Z,2023-07-01T01:18:17.743000,2023-07-01T00:40:42.111805Z,1583,CR7GYEJI,798,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,6/30/23 19:36,6/30/23 19:40,108.72.197.11,100,239,t1,6/30/23 19:40,R_xECxudIaFTfGNvX,27.792,-80.4807,EN,0.899999976,I give consent,lion,50 tokens,,AI Chatbot advice,,,,,Yellow,Yellow,none,125 Tokens,,Human advice,,,,,20,32,49,80 tokens,,Human advice,,,,,0,0,0,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,,,,,0,1,1,0,1,1
64a033cd1e117d6194c9513e,587a48175c17910001ea51d9,AWAITING REVIEW,2023-07-01T14:10:21.903000Z,2023-07-01T14:16:27.027000Z,,2023-07-01T14:16:27.588121Z,366,CR7GYEJI,307,34,Male,White,Italy,Spain,Italy,Italian,No,Part-Time,7/1/23 9:10,7/1/23 9:16,94.76.172.67,100,352,t1,7/1/23 9:16,R_6KEBrFHJ2Y2HU5z,37.2675,-6.5144,EN,1,I give consent,Lion,50 tokens,,AI Chatbot advice,,,,,Blue,Blue,none,125 Tokens,,AI Chatbot advice,,,,,50,10,50,80 tokens,,AI Chatbot advice,,,,,50,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,0,0,0,0,0,0
64527347b751635204624124,5880e31712ac370001a131cc,AWAITING REVIEW,2023-05-03T14:44:28.237000Z,2023-05-03T15:12:25.952000Z,,2023-05-03T15:12:28.175615Z,1678,CR7GYEJI,19,46,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,5/3/23 9:44,5/3/23 10:09,77.103.233.243,100,1485,c,5/3/23 10:09,R_XHAUGeEfSLFBO0N,52.4748,-2.0089,EN,0.899999976,I give consent,Lion,50 tokens,"Take your time to understand the interaction rules, read all instructions properly and answer questions thoughtfully.",,,,,,Blue,Blue,Blue,125 Tokens,"You have 100 coins, so can either play with 50 and keep 50 or play with full 100 and maximise the 50%bonus",,,,,,100,98,53,80 tokens,"There are 2 roles in this interaction, Role A & Role  B. There is a 100 token endowment. If you have role A you get to allocate the tokens to role B and whatever is left is yours. If you are role B you get whatever is given to you by role A. ",,,,,,50,52,53,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,,,,,,
649f5a61e66aed3cd4ed3d47,58a7744b66e4640001c537a5,APPROVED,2023-06-30T22:42:45.487000Z,2023-06-30T22:49:29.600000Z,2023-06-30T23:41:10.898000,2023-06-30T22:49:30.802124Z,405,CR7GYEJI,131,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6/30/23 17:42,6/30/23 17:49,5.81.197.168,100,385,t3,6/30/23 17:49,R_3lSmmtmBFetjFfB,51.7626,0.471,EN,0.899999976,I give consent,Lion,50 tokens,,,,,Human,0,Yellow,Yellow,Yellow,100 Tokens,,,,,AI,1,76,51,99,80 tokens,,,,,AI,1,17,1,45,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,I'm definetly intrigued,"*Evaluate your opponent: Although there's no communication, any previous knowledge about the other player's behavior or tendencies can be useful. If they're known for taking risks, they might be more inclined to choose 'Blue', and vice versa.","*Be Mindful of Free Riders: Some players may attempt to take advantage of others by contributing nothing or very little, hoping to benefit from the multiplication of  others' contributions. This is a risk to consider when deciding how much to contribute.","*Reflect on Altruism: If your personal satisfaction comes from helping others, you may choose to give away a larger portion, or even all of your endowment. This is purely a personal choice and depends on how much you value altruism.",1,0,0,,,
6453c9f452e02acc0b46e6d4,58afb786f97de10001d131a1,AWAITING REVIEW,2023-05-04T15:06:31.351000Z,2023-05-04T15:12:12.508000Z,,2023-05-04T15:12:13.417422Z,342,C77VHVPN,1248,32,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,5/4/23 10:06,5/4/23 10:11,172.56.192.24,100,320,c,5/4/23 10:11,R_sqfLCSUwdvLZP9v,42.3973,-71.0372,EN,1,I give consent,Lion,50 tokens,I think it is best to think of everyone’s best outcome! Don’t be selfish and help others out ,,,,,,Blue,Blue,Blue,100 Tokens,It is most profitable to put all tokens in. You get the most return that way no matter what. It doesn’t matter what your partner does. ,,,,,,100,95,100,80 tokens,I would share equally between myself and my partner. It is the fairest. I would not be selfish. ,,,,,,50,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,0,,,,,,,,,,
6452740ad452f0451b045f76,58bfb1f692a88e0001658253,AWAITING REVIEW,2023-05-03T14:47:42.335000Z,2023-05-03T15:02:42.581000Z,,2023-05-03T15:02:43.051703Z,901,C77VHVPN,618,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",5/3/23 9:47,5/3/23 10:02,86.186.71.248,100,871,c,5/3/23 10:02,R_3IVOeZma47nuy9Y,52.3986,-1.9824,EN,1,I give consent,lion,50 tokens,"I think it's worth taking the risk and going blue as I expect that's what most people will do, if you want to be safe though and go with yellow, that's completely ok too",,,,,,Blue,Blue,Blue,125 Tokens,"I think it's worth putting in most or all of your tokens as I expect for the most part you will end up with more than you started with, it's completely ok though if you want to take a safer approach",,,,,,10,50,100,80 tokens,"I suggest allocating 50 tokens as that gives both of you 50 tokens each, resulting in the fairest outcome",,,,,,50,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,,,,,,,,,,
64a033b052a0b656b4cdb5d9,58e0d6aaf0ec8a000120b50c,AWAITING REVIEW,2023-07-01T14:09:52.173000Z,2023-07-01T14:18:33.755000Z,,2023-07-01T14:18:34.287950Z,522,CR7GYEJI,617,41,Female,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,DATA_EXPIRED,7/1/23 9:09,7/1/23 9:18,95.246.234.30,100,500,t3,7/1/23 9:18,R_cMZTY9CsCbH2DSh,41.8904,12.5126,EN,1,I give consent,lion,50 tokens,,,,,Human,1,Yellow,Yellow,Yellow,100 Tokens,,,,,AI,0,30,50,50,80 tokens,,,,,Human,1,50,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,Being fair and equal ,Just a game of luck choose which ever you feel is the better hand or don't gamble at all,"your instructions to this made no sense, so I'm not sure what i'm supposed to do here. if contributions increase by 50% and i don't know what the other person put in, how am I supposed to guage the payout?",I just want to be fair and not undercut anyone else. We can all thrive ,1,0,1,,,
64a0330b6bee7c0b58c9516f,5908458b1138880001bc77e7,AWAITING REVIEW,2023-07-01T14:07:10.736000Z,2023-07-01T14:21:43.281000Z,,2023-07-01T14:21:43.784792Z,873,CR7GYEJI,1456,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,7/1/23 9:07,7/1/23 9:20,88.109.195.209,100,824,t1,7/1/23 9:20,R_3fpgaZ0o8orMQpW,51.4193,-0.3306,EN,0.899999976,I give consent,lion,50 tokens,,AI Chatbot advice,,,,,Yellow,Yellow,none,50 Tokens,,AI Chatbot advice,,,,,0,40,50,80 tokens,,AI Chatbot advice,,,,,20,30,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,,,,,0,0,0,0,0,0
649f68af5cd2659ba518da3c,594d7e56ad2ce90001b8792a,APPROVED,2023-06-30T23:43:51.602000Z,2023-06-30T23:51:00.927000Z,2023-07-01T01:18:40.414000,2023-06-30T23:51:01.683923Z,430,CR7GYEJI,715,46,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:43,6/30/23 18:50,131.106.4.234,100,408,t1,6/30/23 18:50,R_2Et5LwQCqIIIyL6,39.9561,-75.2719,EN,1,I give consent,lio,50 tokens,,AI Chatbot advice,,,,,Yellow,Blue,Yellow,100 Tokens,,AI Chatbot advice,,,,,10,50,100,80 tokens,,Human advice,,,,,50,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,,,,,0,0,1,0,0,1
649f58fd8359e1803d988e6a,594ee6531ebf4800018a4854,APPROVED,2023-06-30T22:36:50.617000Z,2023-06-30T22:42:50.820000Z,2023-06-30T23:40:56.517000,2023-06-30T22:42:51.367094Z,361,CR7GYEJI,723,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6/30/23 17:36,6/30/23 17:42,92.40.200.157,100,325,t3,6/30/23 17:42,R_3CTnQg3Bff6vCyU,54.9742,-1.615,EN,1,I give consent,Lion,50 tokens,,,,,AI,0,Blue,Blue,none,50 Tokens,,,,,AI,0,40,50,50,80 tokens,,,,,Human,1,0,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,It is a gamble but fun,"Go for blue 100%... no matter what, if there's a change, go for the win-win solution","your instructions to this made no sense, so I'm not sure what i'm supposed to do here. if contributions increase by 50% and i don't know what the other person put in, how am I supposed to guage the payout?",I would like to split what I have so that we both have something ,0,0,1,,,
